Epoch,Train Loss,Test Loss,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Confusion Matrix
1,0.009541358901813568,0.016470574579820933,0.8638743455497382,0.8785634118967452,0.8721315092674315,0.8636912604303909,0.8866930171277997,0.9023023802747278,0.8749232186732188,0.8791965392243299,[[86  2]  [24 79]]
